Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Age,Pos,Salary,Team,Year
La'el Collins,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2020.0
Andy Dalton,,,,,,,,O,C19,C19,,,,33.0,QB,1000000.0,Cowboys,2020.0
Trevon Diggs,,,,Q,,,,,,IR,IR,IR,IR,,,,Cowboys,2020.0
Cameron Erving,,IR,IR,IR,IR,IR,IR,,,,,,IR,,,,Cowboys,2020.0
Travis Frederick,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,Cowboys,2020.0
Randy Gregory,,,,,,,,,,Q,,,,28.0,DE,825000.0,Cowboys,2020.0
Stephen Guidry,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2020.0
Trysten Hill,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2020.0
Mitch Hyatt,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2020.0
Blake Jarwin,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2020.0
Chris Jones,,,,,,,,,IR,IR,IR,IR,IR,,,,Cowboys,2020.0
Azur Kamara,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2020.0
Brandon Knight,,,,,,,IR,IR,IR,IR,,,,23.0,T,513236.0,Cowboys,2020.0
DeMarcus Lawrence,,,Q,,,,,,,Q,,,,28.0,DE,1900000.0,Cowboys,2020.0
Sean Lee,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,34.0,MLB,2000000.0,Cowboys,2020.0
Jourdan Lewis,O,,,,,,,,,,,,,25.0,CB,2133000.0,Cowboys,2020.0
Joe Looney,,,,,IR,IR,IR,IR,,,,,,30.0,G,2300000.0,Cowboys,2020.0
Zack Martin,,,,,,,O,,,,,IR,IR,,,,Cowboys,2020.0
Jamize Olawale,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2020.0
Steven Parker,,,,,,,,,,,,IR,IR,,,,Cowboys,2020.0
Dak Prescott,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2020.0
Aldon Smith,,,,,,,,,Q,,,,,31.0,DE,910000.0,Cowboys,2020.0
Tyron Smith,,Q,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cowboys,2020.0
Leighton Vander Esch,,IR,IR,IR,IR,IR,,,,,,,,24.0,OLB,1557071.0,Cowboys,2020.0
Salvon Ahmed,,,,,,,,,,,O,,,22.0,RB,466471.0,Dolphins,2020.0
Vince Biegel,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2020.0
Lynn Bowden Jr.,,,,,,,,C19,C19,,,,,23.0,WR,,Dolphins,2020.0
Matt Breida,,,,,,,,O,Q,,,C19,C19,25.0,RB,3259000.0,Dolphins,2020.0
Nate Brooks,IR,IR,,,,,,,,,,,,,,,Dolphins,2020.0
Jesse Davis,,,,,,,,,,,C19,,,29.0,T,3855000.0,Dolphins,2020.0
Clayton Fejedelem,D,D,D,,,,,,,,,,,27.0,FS,1500000.0,Dolphins,2020.0
Kavon Frazier,,,,D,,,,,,,,,,26.0,FS,910000.0,Dolphins,2020.0
Myles Gaskin,,,,,,,,IR,IR,IR,IR,IR,C19,,,,Dolphins,2020.0
Davon Godchaux,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2020.0
Jakeem Grant,,,,,Q,,,,,,Q,,,28.0,WR,3780000.0,Dolphins,2020.0
Allen Hurns,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2020.0
Austin Jackson,,,,,IR,IR,IR,IR,,,,,,21.0,OL,560588.0,Dolphins,2020.0
Byron Jones,,,O,D,,,,,,,,,,28.0,CB,11000000.0,Dolphins,2020.0
Solomon Kindley,,,,Q,,,,,,Q,O,,,23.0,OL,610000.0,Dolphins,2020.0
Shaq Lawson,,,,,O,Q,,,,,,,,26.0,DE,6400000.0,Dolphins,2020.0
Jonathan Ledbetter,,,,,IR,,,,,,,,,,,,Dolphins,2020.0
DeVante Parker,,Q,,,,,,,,,,,,27.0,WR,1300000.0,Dolphins,2020.0
Jamal Perry,,,,,,,O,Q,Q,,,,C19,,,,Dolphins,2020.0
Elandon Roberts,,O,,,,,,,,,,,,26.0,ILB,1000000.0,Dolphins,2020.0
Adam Shaheen,,,,,,,Q,,,,,,,26.0,TE,1270982.0,Dolphins,2020.0
Ray Smith,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,Dolphins,2020.0
Durham Smythe,,,,,O,Q,,,Q,,,,,25.0,TE,750000.0,Dolphins,2020.0
Jason Strowbridge,,,O,,,,,,,,,,,24.0,DL,610000.0,Dolphins,2020.0
Tua Tagovailoa,,,,Q,,,,,,,Q,,,22.0,QB,610000.0,Dolphins,2020.0
Kyle Van Noy,,,,,,Q,,,C19,Q,,,,29.0,OLB,3000000.0,Dolphins,2020.0
Christian Wilkins,,,,,,,,,C19,C19,C19,,,25.0,DL,1196777.0,Dolphins,2020.0
Albert Wilson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2020.0
JJ Arcega-Whiteside,,,,D,,,,,,C19,C19,,,24.0,WR,720056.0,Eagles,2020.0
Genard Avery,,,,,,,,IR,IR,IR,IR,,,25.0,LB,573532.0,Eagles,2020.0
Derek Barnett,O,Q,,,,,,,,,,,,24.0,DE,2217378.0,Eagles,2020.0
Brandon Brooks,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,Eagles,2020.0
Jatavis Brown,S,IR,IR,IR,IR,IR,IR,,,,,,,,,,Eagles,2020.0
Fletcher Cox,,,Q,,,,,,,,,,,30.0,DT,4035000.0,Eagles,2020.0
Vinny Curry,,IR,IR,IR,IR,IR,,,,C19,C19,,,32.0,DE,1300000.0,Eagles,2020.0
Andre Dillard,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2020.0
Jack Driscoll,,,,,,,O,O,,,,,,23.0,OL,610000.0,Eagles,2020.0
T.J. Edwards,,,,,IR,IR,IR,IR,,,,,,24.0,LB,,Eagles,2020.0
Marcus Epps,,,,,,O,,,C19,C19,,,,24.0,S,675000.0,Eagles,2020.0
Zach Ertz,,,,,,,O,IR,IR,IR,IR,,,30.0,TE,6660000.0,Eagles,2020.0
Rudy Ford,,,O,,IR,IR,IR,IR,,O,O,,,26.0,S,825000.0,Eagles,2020.0
Nathan Gerry,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Eagles,2020.0
Dallas Goedert,,,,IR,IR,IR,IR,IR,,,,,,25.0,TE,991297.0,Eagles,2020.0
Marquise Goodwin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2020.0
Brandon Graham,,Q,,,,,,,,,,,,32.0,DE,1360000.0,Eagles,2020.0
Daeshon Hall,//;90,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,,,,,,Eagles,2020.0
Javon Hargrave,O,,,,,,,,,,,,,27.0,DT,1000000.0,Eagles,2020.0
DeSean Jackson,,,,O,O,O,,IR,IR,,,,,,,,Eagles,2020.0
Malik Jackson,,,,,,,O,,,,,,,30.0,DT,1050000.0,Eagles,2020.0
Craig James,,IR,IR,IR,IR,,,O,O,IR,IR,IR,IR,,,,Eagles,2020.0
Alshon Jeffery,O,O,O,O,O,O,O,O,,,,,,30.0,WR,9910000.0,Eagles,2020.0
Lane Johnson,Q,,,,,O,,,,,O,IR,IR,,,,Eagles,2020.0
Cre'von LeBlanc,,,,,,,,O,,,,,IR,,,,Eagles,2020.0
Avonte Maddox,,,,O,O,O,,,,,,,,24.0,CB,750000.0,Eagles,2020.0
Iosua Opeta,,,,,,,,,,,O,IR,IR,,,,Eagles,2020.0
Will Parks,IR,IR,IR,IR,IR,IR,,,,,,,,,,,Eagles,2020.0
Joshua Perkins,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2020.0
Jason Peters,,,,Q,IR,IR,IR,IR,,,Q,,IR,,,,Eagles,2020.0
Matt Pryor,,,,,,C19,C19,,,,,,,26.0,OT,732353.0,Eagles,2020.0
Jalen Reagor,,,O,IR,IR,IR,IR,IR,,,,,,21.0,WR,560588.0,Eagles,2020.0
Hassan Ridgeway,,,,,,,,,IR,,,,,,,,Eagles,2020.0
Duke Riley,,,,,,O,,,,,,,,26.0,OLB,825000.0,Eagles,2020.0
Miles Sanders,O,,,,,,O,O,,,,,,23.0,RB,738647.0,Eagles,2020.0
Isaac Seumalo,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,27.0,OG,910000.0,Eagles,2020.0
Darius Slay,,,,,,Q,,,,,,,,29.0,CB,1050000.0,Eagles,2020.0
Davion Taylor,,,,,,,,,,,,,IR,,,,Eagles,2020.0
K'Von Wallace,,,,,,,O,,,,,,,23.0,S,610000.0,Eagles,2020.0
Quez Watkins,IR,IR,IR,IR,IR,,,,,,,,,22.0,WR,560587.0,Eagles,2020.0
Trevor Williams,,,,O,IR,IR,IR,,,,,,,,,,Eagles,2020.0
Ricardo Allen,,,O,O,,,,,,,,,,29.0,CB,5250000.0,Falcons,2020.0
John Cominsky,,,,,,C19,C19,C19,C19,,,,,25.0,DE,675000.0,Falcons,2020.0
Marlon Davidson,Q,D,,,,C19,C19,C19,,,,,,22.0,DL,585294.0,Falcons,2020.0
Darqueze Dennard,,,,IR,IR,IR,IR,IR,IR,,,,,29.0,CB,910000.0,Falcons,2020.0
Dante Fowler,,,Q,,,,,,O,C19,Q,,,26.0,OLB,2000000.0,Falcons,2020.0
Todd Gurley,,,,,,,,,,,O,,,26.0,RB,3500000.0,Falcons,2020.0
Charles Harris,O,O,,,,,,,,,,,,25.0,DE,1943692.0,Falcons,2020.0
Jaylinn Hawkins,,,,,O,O,,,,,,,,23.0,S,610000.0,Falcons,2020.0
Damontae Kazee,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Falcons,2020.0
Younghoe Koo,,,,O,,,,,,,,,,26.0,K,750000.0,Falcons,2020.0
Jake Matthews,,Q,,,,,,,,,,,,28.0,OT,3550000.0,Falcons,2020.0
Kaleb McGary,,,Q,,,,,,,,,,,25.0,OL,961625.0,Falcons,2020.0
Takkarist McKinley,,,Q,O,,O,Q,O,O,,,,,,,,Falcons,2020.0
Jordan Miller,,,,,,,,,IR,IR,IR,IR,IR,,,,Falcons,2020.0
Keanu Neal,,,,O,,,,,,,,,,25.0,FS,6466000.0,Falcons,2020.0
Foyesade Oluokun,,,Q,,,,,,,,,,,25.0,S,750000.0,Falcons,2020.0
Kendall Sheffield,O,O,O,,,,,,,,,,,24.0,CB,675000.0,Falcons,2020.0
Olamide Zaccheaus,,,,,,,,,,,IR,IR,IR,,,,Falcons,2020.0
Kwon Alexander,,,,,,O,O,D,,,,,,,,,Fourty-niners,2020.0
Kiko Alonso,,,,,,,,,PUP,PUP,,,,,,,Fourty-niners,2020.0
Ezekiel Ansah,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Arik Armstead,,,,,,,,,,,C19,,,27.0,DE,2500000.0,Fourty-niners,2020.0
Tavon Austin,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,Fourty-niners,2020.0
Travis Benjamin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Ronald Blair,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,,,,Fourty-niners,2020.0
Nick Bosa,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Jake Brendel,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Shon Coleman,,,,IR,,,,,,,,,,,,,Fourty-niners,2020.0
Tevin Coleman,,,IR,IR,IR,IR,IR,IR,O,O,O,,,27.0,RB,4550000.0,Fourty-niners,2020.0
Tom Compton,,,,,,,,,,,O,,IR,,,,Fourty-niners,2020.0
Johnathan Cyprien,,,,,,,,,,,IR,IR,IR,,,,Fourty-niners,2020.0
Demetrius Flannigan-Fowles,,,,,,,,,O,O,O,,,24.0,DB,610000.0,Fourty-niners,2020.0
Dee Ford,,Q,O,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Ben Garland,Q,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Jimmy Garoppolo,,,O,O,,,,,O,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Dre Greenlaw,,,O,O,,,,,,,Q,,,23.0,LB,675000.0,Fourty-niners,2020.0
Jamycal Hasty,,,,,,,,,,,IR,IR,IR,,,,Fourty-niners,2020.0
Jalen Hurd,IR,IR,IR,IR,,,,,,,,,,,,,Fourty-niners,2020.0
Richie James,,IR,IR,IR,IR,IR,,D,Q,,,,,25.0,WR,679416.0,Fourty-niners,2020.0
Dontae Johnson,,,,,O,O,,,,,,,,29.0,FS,856471.0,Fourty-niners,2020.0
D.J. Jones,,,,,,,,,,,C19,,,25.0,DT,825000.0,Fourty-niners,2020.0
Javon Kinlaw,,,,,,,,,,,C19,,,23.0,DL,610000.0,Fourty-niners,2020.0
George Kittle,,O,O,,,,,,O,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Spencer Long,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,Fourty-niners,2020.0
Emmanuel Moseley,,,,O,O,Q,,,,,,,,24.0,CB,675000.0,Fourty-niners,2020.0
Raheem Mostert,,,O,O,Q,,IR,IR,IR,IR,IR,,,28.0,RB,2875000.0,Fourty-niners,2020.0
Mark Nzeocha,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Jordan Reed,,,,IR,IR,IR,IR,IR,IR,,Q,,,30.0,TE,1050000.0,Fourty-niners,2020.0
Ross Reynolds,IR,IR,,,,,,,,,,,,,,,Fourty-niners,2020.0
Weston Richburg,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,Fourty-niners,2020.0
Deebo Samuel,IR,IR,IR,IR,Q,,,O,O,O,,,,24.0,WR,844880.0,Fourty-niners,2020.0
Richard Sherman,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,32.0,DB,8000000.0,Fourty-niners,2020.0
Kentavius Street,,,,,,,,D,,,,,,24.0,DT,675000.0,Fourty-niners,2020.0
Jaquiski Tartt,,,,,,,O,O,Q,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Jamar Taylor,,,,,,,,,,,IR,IR,IR,,,,Fourty-niners,2020.0
Jullian Taylor,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,,,,,Fourty-niners,2020.0
Solomon Thomas,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Chris Thompson,//,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Fourty-niners,2020.0
Jason Verrett,O,O,,,,,,,,,,,,29.0,CB,910000.0,Fourty-niners,2020.0
Jimmie Ward,,,,,,,O,Q,,,,,,29.0,SS,1500000.0,Fourty-niners,2020.0
Ken Webster,,,,,,,,,,,IR,IR,IR,,,,Fourty-niners,2020.0
K'Waun Williams,,,,Q,IR,IR,IR,IR,,O,O,,,29.0,DB,2150000.0,Fourty-niners,2020.0
Jordan Willis,,,,,,,,,,,C19,,,25.0,DE,559867.0,Fourty-niners,2020.0
Jeff Wilson,,,,,,Q,Q,IR,IR,IR,IR,,,25.0,RB,573532.0,Fourty-niners,2020.0
Ahkello Witherspoon,,,Q,O,Q,,,,,,,,,25.0,CB,2133000.0,Fourty-niners,2020.0
Saquon Barkley,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Giants,2020.0
Sam Beal,,,,,,,,,,,IR,IR,IR,,,,Giants,2020.0
C.J. Board,,,,,,,O,Q,,,,,,27.0,WR,675000.0,Giants,2020.0
Lorenzo Carter,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,Giants,2020.0
Adrian Colbert,,O,D,,Q,Q,O,O,IR,IR,IR,IR,IR,,,,Giants,2020.0
Cody Core,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Giants,2020.0
Tae Crowder,Q,,,,,,IR,IR,IR,IR,IR,,,23.0,,474116.0,Giants,2020.0
Kyler Fackrell,,,,,Q,,,,,,IR,IR,IR,,,,Giants,2020.0
Devonta Freeman,,,,,,,,O,O,O,IR,IR,C19,,,,Giants,2020.0
Madre Harper,,,,,,,,,,,,,IR,,,,Giants,2020.0
Will Hernandez,,,,,,,,C19,C19,C19,,,,25.0,OG,1157340.0,Giants,2020.0
Darnay Holmes,,,,,,,Q,,,,,,,22.0,CB,610000.0,Giants,2020.0
Jaquarius Landrews,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Giants,2020.0
Dexter Lawrence,,,,,,Q,,,,,,,,23.0,DL,1097184.0,Giants,2020.0
Ryan Lewis,,,,,,,,,O,IR,IR,IR,IR,,,,Giants,2020.0
David Mayo,IR,IR,IR,IR,IR,IR,,,,,,,,27.0,ILB,1500000.0,Giants,2020.0
Xavier McKinney,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,21.0,S,400000.0,Giants,2020.0
Matt Peart,,,,,,,,,,,C19,,,23.0,OL,610000.0,Giants,2020.0
Jabrill Peppers,,,,O,Q,,,,,,,,,25.0,SS,1875271.0,Giants,2020.0
Dante Pettis,,,,,,,,,,,C19,,,25.0,WR,1061869.0,Giants,2020.0
Da'Mari Scott,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Giants,2020.0
Sterling Shepard,,,IR,IR,IR,IR,IR,,,,,,,27.0,WR,6475000.0,Giants,2020.0
David Sills,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Giants,2020.0
Darius Slayton,,,,,,Q,,,,,,,,23.0,WR,675000.0,Giants,2020.0
Nate Solder,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Giants,2020.0
Shakial Taylor,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Giants,2020.0
Brandon Williams,,,Q,IR,IR,IR,IR,IR,IR,,Q,,,,,,Giants,2020.0
Nate Wozniak,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,Giants,2020.0
Oshane Ximines,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Giants,2020.0
Dakota Allen,,,,,,Q,,O,O,,,,,25.0,LB,675000.0,Jags,2020.0
Josh Allen,,,,,Q,Q,,,,,IR,IR,IR,,,,Jags,2020.0
A.J. Cann,,,,,,,Q,,,,,,,29.0,OG,4675000.0,Jags,2020.0
DJ Chark,,,Q,,,Q,,,,,O,,,24.0,WR,884294.0,Jags,2020.0
Chris Claybrooks,,,,,,,,,,,IR,IR,IR,,,,Jags,2020.0
Chris Conley,,,,,,,,,,,O,,,28.0,WR,2275000.0,Jags,2020.0
Doug Costin,,,,,,,,,O,,,,,23.0,DT,610000.0,Jags,2020.0
Tyler Davis,O,O,,,,,,,,,,,,23.0,TE,610000.0,Jags,2020.0
Tyler Eifert,,,,,,Q,O,,,,,,,30.0,TE,1000000.0,Jags,2020.0
Daniel Ekuale,,,,O,Q,,,,,,,,,26.0,DL,595588.0,Jags,2020.0
Ben Ellefson,,,,,,,,,,,,IR,IR,,,,Jags,2020.0
Rodney Gunter,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,Jags,2020.0
DaVon Hamilton,,,,,,,,,,,,IR,IR,,,,Jags,2020.0
D.J. Hayden,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020.0
C.J. Henderson,,,,,Q,,,,,IR,IR,IR,IR,,,,Jags,2020.0
Myles Jack,,,,,Q,,O,,,,,,,25.0,OLB,12750000.0,Jags,2020.0
Leon Jacobs,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020.0
Abry Jones,,,,,,Q,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020.0
Josh Jones,,,,,,,,,IR,IR,IR,IR,,26.0,S,825000.0,Jags,2020.0
Sidney Jones,,,,,,,,,,Q,O,,,24.0,CB,776471.0,Jags,2020.0
Josh Lambo,,,O,IR,IR,IR,IR,,IR,IR,IR,IR,IR,,,,Jags,2020.0
Brandon Linder,,,O,O,,,,,Q,,,,,,,,Jags,2020.0
Aaron Lynch,IR,IR,IR,IR,IR,IR,IR,,,,,,,27.0,DE,588824.0,Jags,2020.0
Lerentee McCray,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,Jags,2020.0
Rashaan Melvin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020.0
Gardner Minshew II,,,,,,,,O,O,Q,Q,,,24.0,QB,850000.0,Jags,2020.0
Andrew Norwell,,,,,,,,,,,IR,IR,IR,,,,Jags,2020.0
James O'Shaughnessy,,,,,,,,,,O,,,,28.0,TE,910000.0,Jags,2020.0
Dare Ogunbowale,,,,,,,,,,,Q,,,26.0,RB,675000.0,Jags,2020.0
Josh Oliver,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,Jags,2020.0
Devine Ozigbo,IR,IR,IR,IR,IR,IR,IR,O,O,,,,,24.0,RB,544706.0,Jags,2020.0
Shaquille Quarterman,,,,,,,,IR,IR,IR,IR,IR,,23.0,LB,498821.0,Jags,2020.0
Dontavius Russell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020.0
Laviska Shenault Jr.,,,,,,,,,O,O,,,,22.0,WR,,Jags,2020.0
Daniel Thomas,,,,,,,,,,,IR,IR,IR,,,,Jags,2020.0
Chris Thompson,,,,,,,C19,C19,,IR,IR,IR,IR,,,,Jags,2020.0
Dede Westbrook,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Jags,2020.0
Quincy Williams,IR,IR,IR,IR,IR,,,,,,,,,24.0,,616176.0,Jags,2020.0
Jarrod Wilson,,IR,IR,IR,IR,,O,,,,,,,26.0,S,2450000.0,Jags,2020.0
Andrew Wingard,,,,,IR,IR,IR,IR,IR,,,,,24.0,S,498530.0,Jags,2020.0
Al Woods,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020.0
Brandon Wright,,,,IR,,,,,,,,,,,,,Jags,2020.0
Blessuan Austin,,,,,Q,Q,,,,Q,IR,IR,IR,24.0,CB,675000.0,Jets,2020.0
Tarell Basham,,Q,,,,,,,,,,,,26.0,DE,825000.0,Jets,2020.0
Mekhi Becton,,,,Q,D,D,Q,,,,,,,21.0,OL,610000.0,Jets,2020.0
Le'Veon Bell,,IR,IR,IR,IR,,,,,,,,,,,,Jets,2020.0
Kyron Brown,//;90,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,Jets,2020.0
Blake Cashman,,IR,IR,IR,IR,IR,,O,O,D,Q,,,,,,Jets,2020.0
Cameron Clark,IR,IR,IR,IR,IR,IR,IR,O,,,,,,23.0,OL,535880.0,Jets,2020.0
Jamison Crowder,,O,O,Q,,,Q,D,Q,,,,,27.0,WR,8500000.0,Jets,2020.0
Sam Darnold,,,,,O,D,Q,,D,D,,,,23.0,QB,750000.0,Jets,2020.0
Ashtyn Davis,,,O,D,Q,,,,,,,,IR,,,,Jets,2020.0
Josh Doctson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2020.0
Chuma Edoga,,,,,,,Q,,,,D,,,23.0,OL,675000.0,Jets,2020.0
George Fant,,,O,,,,Q,,,,D,,,28.0,T,4600000.0,Jets,2020.0
Sam Ficken,,,,,,,D,D,D,Q,IR,IR,IR,,,,Jets,2020.0
Joe Flacco,O,O,,,,,,,,,,,,35.0,QB,1050000.0,Jets,2020.0
John Franklin-Myers,,,,Q,Q,Q,,,Q,,,,,24.0,DE,750000.0,Jets,2020.0
Bryce Hall,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,23.0,CB,511173.0,Jets,2020.0
Chris Hogan,,,,Q,Q,IR,IR,IR,IR,IR,IR,IR,,,,,Jets,2020.0
Bennett Jackson,,,,,,,,,,,,,IR,,,,Jets,2020.0
Leo Koloamatangi,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2020.0
Alex Lewis,Q,,,,,Q,D,,,,Q,IR,IR,,,,Jets,2020.0
Frankie Luvu,,,,,,,IR,IR,IR,IR,,,,24.0,LB,513236.0,Jets,2020.0
Arthur Maulet,,,IR,IR,IR,IR,IR,IR,,,,,,27.0,CB,825000.0,Jets,2020.0
Conor McDermott,,,,,,,,Q,,,,,,28.0,OT,825000.0,Jets,2020.0
Bradley McDougald,,,,,,,,O,IR,IR,IR,IR,IR,,,,Jets,2020.0
Connor McGovern,,,Q,,,,,,Q,,,,,27.0,OG,5000000.0,Jets,2020.0
Denzel Mims,O,IR,IR,IR,IR,IR,IR,,,,,,,23.0,WR,548235.0,Jets,2020.0
Jalin Moore,,,,IR,,,,,,,,,,,,,Jets,2020.0
C.J. Mosley,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,Jets,2020.0
Patrick Onwuasor,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,O,IR,IR,,,,Jets,2020.0
La'Mical Perine,O,Q,,,,,,,,,IR,IR,IR,,,,Jets,2020.0
Breshad Perriman,,,O,O,D,Q,,O,,,,,,27.0,WR,3000000.0,Jets,2020.0
Kyle Phillips,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Jets,2020.0
Brian Poole,,,,,,,,,,IR,IR,IR,IR,,,,Jets,2020.0
Nathan Shepherd,,,,,,,,,Q,,,,,27.0,DT,818000.0,Jets,2020.0
Jeff Smith,IR,IR,IR,IR,,,,,,,,,,23.0,WR,572940.0,Jets,2020.0
Vyncint Smith,IR,IR,IR,IR,IR,IR,,,D,,,,,24.0,WR,661767.0,Jets,2020.0
Greg Van Roten,,,,,,,,,,,,,IR,,,,Jets,2020.0
Trevon Wesco,,,,,,,,,O,IR,IR,IR,IR,25.0,TE,542648.0,Jets,2020.0
Quinnen Williams,,,,,,Q,,,D,,,,,23.0,DL,675000.0,Jets,2020.0
Avery Williamson,O,Q,,,,,,,,,,,,,,,Jets,2020.0
Jordan Willis,,,,D,,,,,,,,,,,,,Jets,2020.0
Quincy Wilson,,,O,,,,,,,,,,,,,,Jets,2020.0
Jabari Zuniga,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,23.0,DL,523527.0,Jets,2020.0
Jamal Agnew,,,,,,,,O,Q,,,,,25.0,CB,825000.0,Lions,2020.0
Geronimo Allison,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2020.0
Danny Amendola,Q,,,,,,,,,O,O,,,35.0,WR,1500000.0,Lions,2020.0
John Atkins,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2020.0
Nick Bawden,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,Lions,2020.0
